5; 0.6740815250735089
27; 0.35406113287821256
25; 0.3193253056574269
23; 0.2785790892475896
26; 0.2785790892475896
28; 0.2785790892475896
3; 0.20601106253568366
49; 0.09859416143796595
50; 0.09859416143796595
4; 0.08652238299398655
33; 0.07548204363062296
34; 0.07548204363062296
22; 0.04444201177467092
7; 0.0366323803912252
31; 0.03529441173014772
29; 0.008951902798326123
48; 0.007809631383445727
9; 4.645626957605025E-5
10; 4.645626957605025E-5
15; 3.91659025600162E-5
18; 3.91659025600162E-5
19; 3.91659025600162E-5
20; 3.91659025600162E-5
21; 3.91659025600162E-5
32; 7.290367016034053E-6
44; 7.290367016034053E-6
30; 7.986297825182263E-25
17; 5.647165348761756E-25
35; 5.647165348761756E-25
36; 5.647165348761756E-25
37; 5.647165348761756E-25
39; 2.3391324764205084E-25
40; 2.3391324764205084E-25
6; 1.1671187061267352E-39
11; 8.958708409366444E-40
12; 8.958708409366444E-40
13; 8.958708409366444E-40
1; 5.597184422807603E-89
14; 5.597184422807603E-89
16; 5.597184422807603E-89
2; 1.5686651872446163E-133
8; 1.5686651872446163E-133
24; 1.5686651872446163E-133
41; 1.5686651872446163E-133
42; 1.5686651872446163E-133
43; 1.5686651872446163E-133
45; 1.5686651872446163E-133
46; 1.5686651872446163E-133
47; 1.5686651872446163E-133
38; 0.0
